Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,Snaps/GP,Slot Rate,OPP Share,Weight OPP,Weight OPP/GP,Pass Comp,Comp/GP,Pass ATT,PA/GP,Pass Yards,PY/GP,Pass TDs,TDs/GP,Pass INT,INT/GP,Comp %,Clean Pocket %,Deep Ball Comp %,TD Rate,Pass Yards/TD,TD:INT,Yards/ ATT,AY/A,Attempted Air Yards,ATT Air Yards/GP,Completed Air Yards,Comp Air Yards/GP,aDOT,QB Rating,Total QBR,CPOE,Rush ATT,Rush ATT/GP,Rush Yards,Rush YDs/GP,Rush TDs,Rush TDs/ GP,TD Rate,Rush YDs/TD,YPC,Evaded Tackles,ET/GP,Big Runs,Juke Rate,GL ATT,FUM,REC,REC/GP,Targets,Targets/GP,Target Share,RZ Targets,Catch Rate,Routes,Routes/GP,Yards/ Route,REC Yards,REC YDs/GP,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,REC TDs/GP,TD Rate,REC YDs/TD,YDs/TM Pass ATT,Air Yards,Air Yards/GP,Air Yards MS,WOPR,RACR,YAC,YAC/GP,Touches,Touches/GP,Scrim Yards,Scrim Yards/GP,Scrim TDs,Scrim TDs/GP,SCRIM YDs/ Play,Fantasy Points,Exp Points,FPOE,PPR PPG,PPG Rank,FP/ Touch,PPR Rank
Jason Huntley,PHI,RB,2020,3,109,113,70,212,"1,146",11,5.2%,3.7,-,5.7%,3.3,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,3,1.0,14,4.7,0,0.00,0.0%,-,4.7,0,0.0,0,0.0%,0,0,0,0.0,1,0.3,0.9%,0,0%,4,1.3,0.0,0,0.0,-,0.0,0.0,0,0.000,-,-,0.00,0,0.0,0.0%,0.01,-,0,0.0,3,1.0,14,4.7,0,0.00,0.07,1.4,3.1,-1.7,0.5,101,0.5,103
Jason Witten,LV,TE,2003,8,248,258,278,533,"1,958",206,38.6%,25.8,8.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,10,1.3,10,1.3,4.0%,2,100%,50,6.3,1.1,56,7.0,5.6,5.6,4.5,1,0.125,10.0%,56.0,0.22,45,5.6,2.3%,0.08,1.24,10,1.3,10,1.3,56,7.0,1,0.13,0.11,21.6,20.5,1.1,2.7,48,2.2,46
Jaylen Samuels,PIT,RB,2018,8,290,292,236,550,"1,957",55,10.0%,6.9,-,3.4%,9.7,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,3,0.4,8,1.0,0,0.00,0.0%,-,2.7,0,0.0,0,0.0%,0,0,2,0.3,5,0.6,1.7%,0,40%,32,4.0,0.2,5,0.6,2.5,1.0,1.0,0,0.000,0.0%,-,0.02,5,0.6,0.3%,0.03,1.00,6,0.8,5,0.6,13,1.6,0,0.00,0.02,3.3,8.1,-4.8,0.4,103,0.7,100
JD McKissic,WAS,RB,2016,8,271,282,243,522,"1,714",278,53.3%,34.8,-,33.7%,95.0,11.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,35,4.4,168,21.0,0,0.00,0.0%,-,4.8,19,2.4,0,27.5%,0,1,34,4.3,47,5.9,17.3%,2,72%,130,16.3,1.9,248,31.0,7.3,5.3,0.9,0,0.000,0.0%,-,0.88,41,5.1,2.4%,0.28,6.05,166,20.8,69,8.6,416,52.0,0,0.00,0.80,73.6,98.5,-22.9,9.2,41,1.1,34
Jeff Driskel,DEN,QB,2016,3,104,108,77,210,"1,079",115,54.8%,38.3,-,-,-,-,35,11.7,64,21.3,432,144.0,3,1.0,2,0.7,54.7%,-,-,4.7%,144.0,1.5,6.8,6.3,638,212.7,638,212.7,10.0,78.4,-,-5.9,6,2.0,28,9.3,0,0.00,0.0%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,28.1,31.1,3.3,9.4,41,-,38
Jeff Smith,NYJ,WR,2019,6,187,199,148,377,"1,777",263,69.8%,43.8,17.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,14,2.3,33,5.5,17.6%,2,42%,163,27.2,0.9,141,23.5,10.1,4.3,12.6,0,0.000,0.0%,-,0.71,417,69.5,23.5%,0.43,0.34,47,7.8,14,2.3,141,23.5,0,0.00,0.37,28.1,52.5,-24.4,4.7,112,2.0,110
Jeff Wilson,SF,RB,2018,6,197,201,213,403,"1,351",86,21.3%,14.3,-,21.1%,33.2,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,38,6.3,163,27.2,4,0.67,10.5%,40.8,4.3,10,1.7,2,22.7%,2,0,6,1.0,7,1.2,3.6%,2,86%,28,4.7,2.7,75,12.5,12.5,10.7,0.7,1,0.167,16.7%,75.0,0.37,5,0.8,0.4%,0.06,15.00,71,11.8,44,7.3,238,39.7,5,0.83,0.59,59.8,32.8,27.0,10.0,37,1.4,44
Jeremy McNichols,TEN,RB,2017,8,246,255,256,533,"2,032",141,26.5%,17.6,-,11.7%,24.5,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,23,2.9,147,18.4,0,0.00,0.0%,-,6.4,4,0.5,4,14.8%,0,0,4,0.5,7,0.9,2.8%,4,57%,67,8.4,0.3,19,2.4,4.8,2.7,1.1,0,0.000,0.0%,-,0.07,8,1.0,0.4%,0.05,2.38,15,1.9,27,3.4,166,20.8,0,0.00,0.31,20.6,23.2,-2.6,2.6,91,0.8,80
Jerick McKinnon,SF,RB,2014,9,303,310,302,603,"2,011",275,45.6%,30.6,-,30.5%,86.7,9.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,59,6.6,261,29.0,5,0.56,8.5%,52.2,4.4,15,1.7,3,18.1%,2,0,24,2.7,33,3.7,10.9%,4,73%,134,14.9,1.3,173,19.2,7.2,5.2,3.9,1,0.111,4.2%,173.0,0.56,129,14.3,6.4%,0.21,1.34,97,10.8,83,9.2,434,48.2,6,0.67,0.72,103.4,88.7,14.7,11.5,30,1.2,17
Jerry Jeudy,DEN,WR,2020,8,281,294,218,548,"2,787",406,74.1%,50.8,53.1%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,30,3.8,61,7.6,21.7%,3,49%,208,26.0,2.3,484,60.5,16.1,7.9,13.8,2,0.250,6.7%,242.0,1.65,843,105.4,30.2%,0.54,0.57,111,13.9,30,3.8,484,60.5,2,0.25,0.88,90.4,95.9,-5.5,11.3,46,3.0,36
Jimmy Garoppolo,SF,QB,2014,6,191,194,207,396,"1,266",305,77.0%,50.8,-,-,-,-,94,15.7,140,23.3,1096,182.7,7,1.2,5,0.8,67.1%,72.4%,8.3%,5.0%,156.6,1.4,7.8,7.2,879,146.5,879,146.5,6.3,92.4,62.5,0.3,10,1.7,25,4.2,0,0.00,0.0%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,64.3,69.3,6.2,10.7,37,-,30
Jimmy Graham,CHI,TE,2010,9,359,371,227,613,"3,160",423,69.0%,47.0,33.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,35,3.9,55,6.1,15.3%,11,64%,252,28.0,1.2,302,33.6,8.6,5.5,6.1,5,0.556,14.3%,60.4,0.81,335,37.2,10.6%,0.30,0.90,91,10.1,35,3.9,302,33.6,5,0.56,0.49,95.2,97.5,-2.3,10.6,11,2.7,6
JJ Arcega-Whiteside,PHI,WR,2019,7,269,279,172,505,"2,638",100,19.8%,14.3,27.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,1,0.14,-,0.0,-,-,-,-,-,-,0,2,0.3,5,0.7,1.9%,1,40%,22,3.1,2.0,45,6.4,22.5,9.0,15.0,0,0.000,0.0%,-,0.16,75,10.7,2.8%,0.05,0.60,8,1.1,2,0.3,45,6.4,1,0.14,0.09,12.5,9.2,5.3,1.8,136,6.3,132
JJ Taylor,NE,RB,2020,3,90,91,96,205,581,25,12.2%,8.3,-,18.8%,12.5,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,16,5.3,70,23.3,0,0.00,0.00%,-,4.4,1,0.3,0,5.9%,0,0,1,0.3,2,0.7,2.2%,1,50%,2,0.7,2.0,4,1.3,4.0,2.0,-3.5,0,0.000,0.0%,-,0.04,-7,-2.3,-1.2%,0.02,-0.57,8,2.7,17,5.7,74,24.7,0,0.00,0.36,8.4,11.7,-3.3,2.8,89,0.5,97
JK Dobbins,BAL,RB,2020,8,208,216,216,519,"1,877",226,43.5%,28.3,-,32.4%,58.8,7.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,52,6.5,297,37.1,2,0.25,3.8%,148.5,5.7,17,2.1,4,25.8%,2,0,14,1.8,18,2.3,8.7%,0,78%,92,11.5,0.9,87,10.9,6.2,4.8,0.3,0,0.000,0.0%,-,0.40,6,0.8,0.3%,0.13,14.50,69,8.6,66,8.3,384,48.0,2,0.25,0.74,64.4,53.8,10.6,8.1,51,1.0,39
Joe Burrow,CIN,QB,2020,8,321,331,239,595,"2,688",594,99.8%,74.3,-,-,-,-,221,27.6,330,41.3,2272,284.0,11,1.4,5,0.6,67.0%,77.3%,20.6%,3.3%,206.5,2.2,6.9,6.9,2801,350.1,2801,350.1,8.5,91.4,59.9,4.4,35,4.4,124,15.5,3,0.38,8.6%,-,-,-,-,-,-,-,3,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,149.3,188.1,-10.1,18.7,17,-,14
Joe Flacco,NYJ,QB,2008,4,137,146,99,263,"1,472",190,72.2%,47.5,-,-,-,-,59,14.8,104,26.0,659,164.8,4,1.0,2,0.5,56.7%,-,-,3.8%,164.8,2.0,6.3,6.2,1041,260.3,1041,260.3,10.0,80.6,-,-1.3,5,1.3,20,5.0,0,0.00,0.0%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,40.4,47.1,-0.2,10.1,40,-,37
Joe Mixon,CIN,RB,2017,6,239,246,184,447,"2,114",290,64.9%,48.3,-,78.8%,110.4,18.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,119,19.8,428,71.3,3,0.50,2.5%,142.7,3.6,28,4.7,3,20.0%,3,1,21,3.5,26,4.3,10.9%,3,81%,124,20.7,1.1,138,23.0,6.6,5.3,-1.0,1,0.167,4.8%,138.0,0.56,-25,-4.2,-1.2%,0.15,-5.52,167,27.8,140,23.3,566,94.3,4,0.67,1.27,99.6,107.2,-5.6,16.6,9,0.7,20
Joe Reed,LAC,WR,2020,6,232,242,230,464,"1,924",24,5.2%,4.0,36.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,5,0.8,29,4.8,1,0.17,20.0%,29.0,5.8,-,-,-,-,-,0,0,0.0,1,0.2,0.4%,0,0%,8,1.3,0.0,0,0.0,-,0.0,-9.0,0,0.000,-,-,0.00,-9,-1.5,-0.5%,0.00,0.00,0,0.0,5,0.8,29,4.8,1,0.17,0.06,8.9,5.7,3.2,1.5,137,1.8,135
John Brown,BUF,WR,2014,7,226,230,165,450,"1,924",369,82.0%,52.7,6.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,23,3.3,40,5.7,17.7%,4,58%,180,25.7,1.7,314,44.9,13.7,7.9,12.2,2,0.286,8.7%,157.0,1.37,486,69.4,25.3%,0.44,0.65,67,9.6,23,3.3,314,44.9,2,0.29,0.70,66.4,71.0,-4.6,9.5,60,2.9,64
John Hightower,PHI,WR,2020,8,295,307,195,567,"2,790",293,51.7%,36.6,11.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,9,1.1,24,3.0,8.1%,3,38%,189,23.6,0.9,166,20.8,18.4,6.9,24.2,0,0.000,0.0%,-,0.54,580,72.5,20.8%,0.27,0.29,106,13.3,9,1.1,166,20.8,0,0.00,0.29,25.6,37.2,-9.6,3.2,126,2.8,116
John Ross,CIN,WR,2017,2,94,97,55,160,777,86,53.8%,43.0,21.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,2,1.0,7,3.5,7.4%,0,29%,60,30.0,0.3,17,8.5,8.5,2.4,12.0,0,0.000,0.0%,-,0.18,84,42.0,10.8%,0.19,0.20,3,1.5,2,1.0,17,8.5,0,0.00,0.11,3.7,11.1,-7.4,1.9,134,1.9,137
Jonathan Taylor,IND,RB,2020,8,272,280,276,543,"2,027",247,45.5%,30.9,-,46.4%,96.5,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,106,13.3,416,52.0,4,0.50,3.8%,104.0,3.9,16,2.0,4,12.7%,3,1,20,2.5,22,2.8,8.1%,4,91%,87,10.9,2.0,178,22.3,8.9,8.1,-2.4,0,0.000,0.0%,-,0.64,-52,-6.5,-2.6%,0.10,-3.42,209,26.1,126,15.8,594,74.3,4,0.50,1.09,101.4,101.5,1.9,12.7,24,0.8,19
Jonnu Smith,TEN,TE,2017,8,246,255,256,533,"2,032",407,76.4%,50.9,21.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,24,3.0,37,4.6,15.0%,7,65%,130,16.3,2.3,304,38.0,12.7,8.2,5.7,6,0.750,25.0%,50.7,1.19,211,26.4,10.4%,0.30,1.44,147,18.4,24,3.0,304,38.0,6,0.75,0.57,90.4,69.5,20.9,11.3,6,3.8,7
Jordan Akins,HOU,TE,2018,5,153,160,104,294,"1,424",170,57.8%,34.0,14.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,16,3.2,19,3.8,12.4%,1,84%,103,20.6,1.8,187,37.4,11.7,9.8,6.7,1,0.200,6.3%,187.0,1.17,128,25.6,9.0%,0.25,1.46,86,17.2,16,3.2,187,37.4,1,0.20,0.64,40.7,28.2,12.5,8.1,24,2.5,29
Jordan Howard,MIA,RB,2016,5,167,170,134,330,"1,295",50,15.2%,10.0,-,21.6%,17.8,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,28,5.6,33,6.6,4,0.80,14.3%,8.3,1.2,2,0.4,0,6.9%,8,0,1,0.2,1,0.2,0.6%,0,100%,5,1.0,-0.6,-3,-0.6,-3.0,-3.0,-4.0,0,0.000,0.0%,-,-0.02,-4,-0.8,-0.3%,0.01,0.75,0,0.0,29,5.8,30,6.0,4,0.80,0.09,28.0,36.2,-8.2,5.6,68,1.0,73
Jordan Reed,SF,TE,2013,4,128,131,135,257,840,69,26.8%,17.3,54.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,12,3.0,18,4.5,14.1%,4,67%,36,9.0,2.4,88,22.0,7.3,4.9,5.6,2,0.500,16.7%,44.0,0.67,100,25.0,11.9%,0.29,0.88,36,9.0,12,3.0,88,22.0,2,0.50,0.34,32.8,29.6,3.2,8.2,22,2.7,35
Jordan Wilkins,IND,RB,2018,8,272,280,276,543,"2,027",115,21.2%,14.4,-,23.9%,44.3,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,60,7.5,222,27.8,1,0.13,1.7%,222.0,3.7,15,1.9,2,23.1%,1,0,5,0.6,6,0.8,2.2%,0,83%,20,2.5,2.3,45,5.6,9.0,7.5,-1.0,0,0.000,0.0%,-,0.16,-6,-0.8,-0.3%,0.03,-7.50,42,5.3,65,8.1,267,33.4,1,0.13,0.49,37.7,42.0,-2.3,4.7,74,0.6,63
Josh Adams,NYJ,RB,2018,2,65,67,50,121,405,18,14.9%,9.0,-,10.0%,4.9,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,3,1.5,8,4.0,1,0.50,33.3%,8.0,2.7,0,0.0,0,0.0%,1,0,2,1.0,2,1.0,3.1%,0,100%,9,4.5,1.6,14,7.0,7.0,7.0,2.5,0,0.000,0.0%,-,0.21,5,2.5,1.2%,0.05,2.80,9,4.5,5,2.5,22,11.0,1,0.50,0.18,10.2,5.9,4.3,5.1,72,2.0,95
Josh Allen,BUF,QB,2018,9,312,319,211,596,"2,607",589,98.8%,65.4,-,-,-,-,217,24.1,315,35.0,2589,287.7,19,2.1,5,0.6,68.9%,75.0%,46.7%,6.0%,136.3,3.8,8.2,8.7,2685,298.3,2685,298.3,8.5,107.2,80.8,5.7,65,7.2,240,26.7,5,0.56,7.7%,-,-,-,-,-,-,-,4,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,215.6,213.1,36.3,24.0,6,-,4
Josh Jacobs,LV,RB,2019,8,248,258,278,533,"1,958",340,63.8%,42.5,-,67.3%,134.7,16.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,161,20.1,587,73.4,6,0.75,3.7%,97.8,3.6,46,5.8,2,25.6%,7,1,19,2.4,26,3.3,10.5%,2,73%,97,12.1,1.3,125,15.6,6.6,4.8,0.4,0,0.000,0.0%,-,0.48,11,1.4,0.6%,0.16,11.36,135,16.9,180,22.5,712,89.0,6,0.75,1.34,124.2,136.8,-10.6,15.5,13,0.7,10
Josh Reynolds,LAR,WR,2017,8,272,284,264,563,"2,025",400,71.0%,50.0,16.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,1,22,2.8,38,4.8,14.0%,4,58%,225,28.1,1.4,322,40.3,14.6,8.5,13.5,2,0.250,9.1%,161.0,1.13,513,64.1,25.3%,0.39,0.63,102,12.8,22,2.8,322,40.3,2,0.25,0.57,64.2,63.6,2.6,8.0,82,2.9,70
Joshua Kelley,LAC,RB,2020,8,289,301,289,588,"2,381",241,41.0%,30.1,-,38.4%,84.6,10.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,91,11.4,292,36.5,1,0.13,1.1%,292.0,3.2,18,2.3,3,16.4%,3,2,19,2.4,20,2.5,6.9%,2,95%,66,8.3,2.1,141,17.6,7.4,7.1,-0.8,0,0.000,0.0%,-,0.47,-15,-1.9,-0.6%,0.10,-9.40,129,16.1,110,13.8,433,54.1,1,0.13,0.74,64.3,82.8,-14.5,8.0,52,0.6,40
Josiah Deguara,GB,TE,2020,2,74,77,81,141,638,31,22.0%,15.5,6.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,1,0.5,2,1.0,2.7%,0,50%,10,5.0,1.2,12,6.0,12.0,6.0,12.0,0,0.000,0.0%,-,0.16,24,12.0,3.8%,0.07,0.50,11,5.5,1,0.5,12,6.0,0,0.00,0.09,2.2,2.9,-0.7,1.1,55,2.2,55
Juju Smith-Schuster,PIT,WR,2017,8,290,292,236,550,"1,957",440,80.0%,55.0,80.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,45,5.6,57,7.1,19.7%,9,79%,233,29.1,1.9,439,54.9,9.8,7.7,5.8,4,0.500,8.9%,109.8,1.50,331,41.4,16.9%,0.41,1.33,191,23.9,45,5.6,439,54.9,4,0.50,0.80,112.9,92.4,22.5,14.1,28,2.5,24
Julian Edelman,NE,WR,2009,6,174,180,183,389,"1,225",265,68.1%,44.2,70.3%,-,-,-,2,0.3,2,0.3,38,6.3,0,0.0,0,0.0,-,-,-,0.0%,-,-,19.0,19.0,-2,-0.3,-2,-0.3,-,-,-,-,2,0.3,22,3.7,0,0.00,0.0%,-,11.0,-,-,-,-,-,0,21,3.5,39,6.5,22.4%,4,54%,165,27.5,1.9,315,52.5,15.0,8.1,10.3,0,0.000,0.0%,-,1.75,401,66.8,32.7%,0.57,0.79,64,10.7,23,3.8,337,56.2,0,0.00,0.87,56.2,65.9,-9.3,9.4,61,2.4,76
Julio Jones,ATL,WR,2011,7,269,277,231,520,"2,354",383,73.7%,54.7,12.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,43,6.1,56,8.0,20.8%,9,77%,197,28.1,3.2,638,91.1,14.8,11.4,11.4,3,0.429,7.0%,212.7,2.30,637,91.0,27.1%,0.50,1.00,182,26.0,43,6.1,638,91.1,3,0.43,1.23,124.8,92.0,32.8,17.8,12,2.9,16
Justin Herbert,LAC,QB,2020,7,260,271,255,514,"2,046",529,102.9%,75.6,-,-,-,-,181,25.9,269,38.4,2146,306.6,17,2.4,5,0.7,67.3%,73.1%,42.4%,6.3%,126.2,3.4,8.0,8.4,2151,307.3,2151,307.3,8.0,104.7,76.4,4.1,33,4.7,166,23.7,2,0.29,6.1%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,170.4,144.9,49.1,24.3,5,-,9
Justin Jackson,LAC,RB,2018,6,210,219,209,427,"1,802",149,34.9%,24.8,-,30.6%,56.3,9.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,45,7.5,185,30.8,0,0.00,0.0%,-,4.1,4,0.7,3,6.7%,0,0,15,2.5,19,3.2,9.0%,1,79%,55,9.2,2.4,131,21.8,8.7,6.9,-0.5,0,0.000,0.0%,-,0.60,-10,-1.7,-0.6%,0.13,-13.10,145,24.2,60,10.0,316,52.7,0,0.00,0.74,46.6,49.4,-2.8,7.8,54,0.8,52
Justin Jefferson,MIN,WR,2020,8,202,209,258,490,"1,933",356,72.7%,44.5,25.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,34,4.3,44,5.5,21.8%,3,77%,184,23.0,3.4,627,78.4,18.4,14.3,12.8,3,0.375,8.8%,209.0,3.00,564,70.5,29.2%,0.53,1.11,199,24.9,34,4.3,627,78.4,3,0.38,1.28,114.7,70.3,46.4,14.3,25,3.4,22
Justin Watson,TB,WR,2018,5,195,202,166,349,"1,739",151,43.3%,30.2,47.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,7,1.4,11,2.2,5.6%,0,64%,79,15.8,1.2,94,18.8,13.4,8.5,9.6,0,0.000,0.0%,-,0.47,106,21.2,6.1%,0.13,0.89,19,3.8,7,1.4,94,18.8,0,0.00,0.27,16.4,16.9,-0.5,3.3,125,2.3,124
Kalen Ballage,NYG,RB,2018,4,142,147,121,285,"1,070",88,30.9%,22.0,-,25.6%,31.1,7.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,18,4.5,82,20.5,1,0.25,5.6%,82.0,4.6,0,0.0,0,0.0%,0,0,11,2.8,13,3.3,9.2%,1,85%,31,7.8,2.6,82,20.5,7.5,6.3,0.4,0,0.000,0.0%,-,0.56,5,1.3,0.5%,0.14,16.40,83,20.8,29,7.3,164,41.0,1,0.25,0.58,33.4,29.8,3.6,8.4,46,1.2,69
Kareem Hunt,CLE,RB,2017,8,222,236,250,500,"1,862",281,56.2%,35.1,-,56.0%,106.5,13.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,115,14.4,529,66.1,3,0.38,2.6%,176.3,4.6,45,5.6,3,33.8%,4,0,18,2.3,25,3.1,11.3%,7,72%,111,13.9,1.0,113,14.1,6.3,4.5,0.6,4,0.500,22.2%,28.3,0.48,14,1.8,0.8%,0.17,8.07,104,13.0,133,16.6,642,80.3,7,0.88,1.28,124.2,110.1,14.1,15.5,14,0.9,11
